City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
394,Castro,BR,2022-02-02 21:36:44,-24.7911,-50.0119,66.94,90,32,5.3
395,Luanshya,ZM,2022-02-02 21:36:45,-13.1367,28.4166,64.02,97,100,2.77
396,Kruisfontein,ZA,2022-02-02 21:36:45,-34.0033,24.7314,69.89,92,100,6.93
397,Carnarvon,AU,2022-02-02 21:36:45,-24.8667,113.6333,77.07,88,75,10.36
398,Kermanshah,IR,2022-02-02 21:36:46,34.3142,47.065,29.3,80,99,0.0
399,Zahir Pir,PK,2022-02-02 21:36:46,28.8124,70.524,60.89,38,10,21.14
400,Burnie,AU,2022-02-02 21:36:46,-41.0667,145.9167,61.92,69,18,11.88
401,Tuy Hoa,VN,2022-02-02 21:36:47,13.0833,109.3,72.19,93,90,5.32
402,Kodinar,IN,2022-02-02 21:36:47,20.7903,70.7031,68.74,81,2,9.86
403,Beisfjord,NO,2022-02-02 21:36:47,68.3751,17.5988,19.45,83,100,10.09
404,Naze,JP,2022-02-02 21:36:48,28.3667,129.4833,56.32,90,100,23.0
405,French Harbor,HN,2022-02-02 21:36:48,16.35,-86.4333,82.4,80,20,3.0
406,La Ronge,CA,2022-02-02 21:36:49,55.1001,-105.2842,-12.75,44,0,4.61
407,Maba,CN,2022-02-02 21:36:49,24.6841,113.5984,42.42,96,100,3.0
408,Vostok,RU,2022-02-02 21:36:49,46.4856,135.8833,-6.92,99,100,3.58
409,Farmington,US,2022-02-02 21:36:50,36.7281,-108.2187,36.7,49,100,17.27
410,Talnakh,RU,2022-02-02 21:32:41,69.4865,88.3972,-3.8,99,93,6.29
411,Serenje,ZM,2022-02-02 21:36:50,-13.2325,30.2352,62.02,96,8,2.86
412,Yar-Sale,RU,2022-02-02 21:36:51,66.8333,70.8333,-1.12,98,100,13.2
413,Labuan,MY,2022-02-02 21:37:51,5.2767,115.2417,77.36,94,20,0.0
414,Kalmunai,LK,2022-02-02 21:37:51,7.4167,81.8167,74.89,74,84,3.18
415,Saquena,PE,2022-02-02 21:37:52,-4.6667,-73.5167,82.89,67,100,2.15
416,Itaqui,BR,2022-02-02 21:37:52,-29.1253,-56.5531,102.13,14,33,4.88
417,Saint-Francois,FR,2022-02-02 21:33:19,46.4154,3.9054,44.04,93,100,3.44
418,Raudeberg,NO,2022-02-02 21:34:23,61.9875,5.1352,32.67,84,100,1.99
419,Vanino,RU,2022-02-02 21:37:53,49.0869,140.2543,-2.38,84,27,5.91
420,Kakonko,TZ,2022-02-02 21:37:07,-3.2828,30.9642,62.38,97,99,3.53
421,Tevaitoa,PF,2022-02-02 21:37:53,-16.7833,-151.5,81.23,69,20,18.59
422,Pacific Grove,US,2022-02-02 21:37:54,36.6177,-121.9166,64.87,30,0,4.0
423,Hofn,IS,2022-02-02 21:37:54,64.2539,-15.2082,29.59,56,100,4.72
424,Paamiut,GL,2022-02-02 21:37:55,61.994,-49.6678,7.27,65,100,16.46
425,Wajima,JP,2022-02-02 21:37:55,37.4,136.9,40.41,66,100,20.83
426,Escarcega,MX,2022-02-02 21:37:55,18.6089,-90.7454,94.95,28,0,5.64
427,Wagar,SD,2022-02-02 21:34:22,16.1525,36.2032,74.97,50,100,8.93
428,Dingle,PH,2022-02-02 21:33:11,10.9995,122.6711,74.23,93,99,8.1
429,Moron,AR,2022-02-02 21:37:56,-34.6534,-58.6198,91.0,48,64,9.6
430,Dongsheng,CN,2022-02-02 21:37:56,39.8161,109.9776,9.7,42,8,4.09
431,Enterprise,US,2022-02-02 21:37:57,36.0252,-115.2419,49.33,16,20,17.0
432,Aklavik,CA,2022-02-02 21:37:57,68.2191,-135.0107,-22.0,76,75,3.44
433,Kropotkin,RU,2022-02-02 21:37:57,45.4375,40.5756,36.48,86,100,7.25
434,Chizhou,CN,2022-02-02 21:37:58,30.6578,117.4831,35.44,98,100,5.59
435,Nikitinskiy,RU,2022-02-02 21:37:58,54.5845,86.0115,1.06,99,90,2.01
436,Calama,CL,2022-02-02 21:37:58,-22.4667,-68.9333,73.89,12,0,24.16
437,Inta,RU,2022-02-02 21:37:59,66.0317,60.1659,12.49,95,100,4.27
438,Buzmeyin,TM,2022-02-02 21:37:59,38.0507,58.2056,40.73,48,0,4.61
439,Colares,PT,2022-02-02 21:38:00,38.7992,-9.4469,57.33,67,100,1.01
440,Hovd,MN,2022-02-02 21:38:00,48.0056,91.6419,-4.9,98,96,0.22
441,Arlit,NE,2022-02-02 21:36:01,18.7369,7.3853,64.27,17,0,15.26
442,Palaikastron,GR,2022-02-02 21:38:01,35.2,26.25,54.75,65,98,19.71
443,Mazatlan,MX,2022-02-02 21:38:01,23.2167,-106.4167,76.96,71,40,4.0
444,Gazanjyk,TM,2022-02-02 21:38:01,39.2446,55.5154,46.51,47,2,11.14
445,Manavalakurichi,IN,2022-02-02 21:38:02,8.1333,77.3,80.69,66,16,6.33
446,Vilshofen,DE,2022-02-02 21:38:02,48.6333,13.1833,39.2,84,27,6.71
447,Tilichiki,RU,2022-02-02 21:38:02,60.4667,166.1,1.54,82,100,10.92
448,Tahe,CN,2022-02-02 21:38:03,52.3333,124.7333,-8.43,81,12,6.38
449,Santa Cruz Del Norte,CU,2022-02-02 21:38:03,23.1539,-81.9236,84.81,73,59,21.05
450,Nome,US,2022-02-02 21:38:04,64.5011,-165.4064,10.47,57,0,35.68
451,Mayo,US,2022-02-02 21:38:04,38.8876,-76.5119,50.11,73,80,4.0
452,Karratha,AU,2022-02-02 21:38:04,-20.7377,116.8463,81.25,73,100,6.24
453,Bulnes,CL,2022-02-02 21:38:05,-36.7423,-72.2985,86.76,32,0,13.15
454,Nanton,CA,2022-02-02 21:38:05,50.3501,-113.7687,1.81,68,80,13.42
455,Berlevag,NO,2022-02-02 21:38:06,70.8578,29.0864,19.2,93,75,8.05
456,Saint Cloud,US,2022-02-02 21:38:06,45.5608,-94.1625,5.0,57,0,5.01
457,Kapoeta,SS,2022-02-02 21:39:06,4.7717,33.5903,84.63,29,100,3.33
458,Luchegorsk,RU,2022-02-02 21:39:07,46.4764,134.2569,-10.75,100,69,4.07
459,Yate,GB,2022-02-02 21:39:07,51.5407,-2.4184,48.72,91,100,1.99
460,Bundi,IN,2022-02-02 21:39:08,25.4417,75.6417,62.15,44,0,5.75
461,Manggar,ID,2022-02-02 21:39:08,-2.8833,108.2667,78.39,84,100,5.48
462,Bac Lieu,VN,2022-02-02 21:39:09,9.285,105.7244,77.7,81,90,15.39
463,Tongren,CN,2022-02-02 21:39:09,27.7172,109.1853,33.4,95,97,0.78
464,Corinto,GR,2022-02-02 21:39:09,37.9407,22.9573,46.83,87,97,7.94
465,Phon,TH,2022-02-02 21:39:10,15.816,102.5998,79.11,70,48,5.59
466,Santa Cruz De La Palma,ES,2022-02-02 21:39:10,28.6835,-17.7642,72.14,68,0,4.61
467,Lugovoy,KZ,2022-02-02 21:39:10,42.9472,72.7644,32.07,70,100,5.66
468,Piet Retief,ZA,2022-02-02 21:39:11,-27.0071,30.8132,63.45,96,2,3.67
469,Baherden,TM,2022-02-02 21:39:11,38.4362,57.4316,47.62,38,0,6.71
470,Shahrud,IR,2022-02-02 21:39:11,36.4182,54.9763,34.9,72,0,4.07
471,Khorramshahr,IR,2022-02-02 21:39:12,30.4397,48.1664,49.96,87,0,4.61
472,Valavanur,IN,2022-02-02 21:39:12,11.9209,79.5824,67.84,75,11,2.89
473,San,ML,2022-02-02 21:39:13,13.3034,-4.8956,74.88,12,1,8.61
474,Cururupu,BR,2022-02-02 21:39:13,-1.8283,-44.8683,74.71,94,99,3.36
475,Chicago,US,2022-02-02 21:39:00,41.85,-87.65,23.41,89,100,8.01
476,Gilgit,PK,2022-02-02 21:39:14,35.9221,74.3087,32.14,95,100,2.13
477,Riviere-Au-Renard,CA,2022-02-02 21:39:14,48.9957,-64.3971,26.89,83,100,13.91
478,Lloydminster,CA,2022-02-02 21:39:14,53.2835,-110.0016,-13.32,76,20,12.66
479,Sechura,PE,2022-02-02 21:39:15,-5.5569,-80.8222,80.8,53,13,18.9
480,Sawakin,SD,2022-02-02 21:39:15,19.1059,37.3321,70.99,71,7,4.79
481,Bati,ET,2022-02-02 21:39:15,11.1833,40.0167,67.91,51,98,5.1
482,Qunduz,AF,2022-02-02 21:39:16,36.729,68.857,44.24,83,100,7.07
483,Fort-Shevchenko,KZ,2022-02-02 21:39:16,44.5086,50.263,42.04,78,97,16.35
484,Mandalgovi,MN,2022-02-02 21:39:17,45.7625,106.2708,-0.31,79,2,10.0
485,Yumen,CN,2022-02-02 21:39:17,40.2833,97.2,21.4,35,100,9.66
486,Puerto Escondido,MX,2022-02-02 21:39:17,15.85,-97.0667,81.43,69,20,11.5
487,Tezu,IN,2022-02-02 21:39:18,27.9167,96.1667,53.58,63,85,3.78
488,Necochea,AR,2022-02-02 21:39:18,-38.5473,-58.7368,84.02,49,100,11.23
489,Niquero,CU,2022-02-02 21:39:19,20.0431,-77.5828,79.72,67,36,6.15
490,Osorno,CL,2022-02-02 21:36:34,-40.5667,-73.15,80.91,44,20,6.91
491,Great Falls,US,2022-02-02 21:39:19,47.5002,-111.3008,14.92,62,0,11.5
492,Andenes,NO,2022-02-02 21:39:19,69.3143,16.1194,22.98,63,20,16.11
493,Meulaboh,ID,2022-02-02 21:39:20,4.1363,96.1285,76.08,85,71,3.15
494,Derzhavinsk,KZ,2022-02-02 21:39:20,51.1,66.3167,13.75,88,98,6.24
495,Vestmanna,FO,2022-02-02 21:39:21,62.1564,-7.1664,40.12,87,75,12.66
496,Bethanien,NA,2022-02-02 21:39:21,-26.502,17.1583,73.44,52,16,7.72
497,Guarapari,BR,2022-02-02 21:39:22,-20.6667,-40.4975,80.49,86,100,0.36
498,Ipixuna,BR,2022-02-02 21:39:22,-1.7625,-48.8043,82.35,96,86,4.52
499,Axim,GH,2022-02-02 21:39:22,4.8699,-2.2405,80.33,81,9,9.82
500,Ust-Kan,RU,2022-02-02 21:39:23,50.9276,84.761,-4.95,92,27,3.29
501,Aksu,CN,2022-02-02 21:37:10,41.1231,80.2644,22.26,54,91,1.34
502,Florida,US,2022-02-02 21:39:23,28.7505,-82.5001,79.03,43,0,7.0
503,Gwembe,ZM,2022-02-02 21:39:24,-16.4975,27.6069,64.35,94,1,1.95
504,Manado,ID,2022-02-02 21:40:24,1.487,124.8455,74.17,100,40,0.0
505,Rocha,UY,2022-02-02 21:40:24,-34.4833,-54.3333,75.36,71,0,12.46
506,La Quinta,US,2022-02-02 21:40:25,33.6634,-116.31,64.62,10,40,5.01
507,Sorong,ID,2022-02-02 21:40:25,-0.8833,131.25,77.18,88,100,4.45
508,Chissamba,AO,2022-02-02 21:40:26,-12.1667,17.3333,63.21,91,57,1.74
509,Hudson Bay,CA,2022-02-02 21:40:26,52.85,-102.3842,-8.39,83,28,8.1
510,Sao Joao Do Piaui,BR,2022-02-02 21:40:26,-8.3581,-42.2467,84.02,43,98,1.83
511,Santa Maria,BR,2022-02-02 21:40:27,-29.6842,-53.8069,92.5,40,20,6.91
512,Umm Lajj,SA,2022-02-02 21:40:27,25.0213,37.2685,69.12,50,0,6.35
513,Tabas,IR,2022-02-02 21:40:27,33.5959,56.9244,45.43,44,0,1.72
514,Marawi,PH,2022-02-02 21:39:19,7.9986,124.2928,65.64,89,98,1.1
515,Jedburgh,GB,2022-02-02 21:40:28,55.48,-2.552,49.24,87,100,13.91
516,Brattvag,NO,2022-02-02 21:40:28,62.6002,6.4434,35.26,69,40,9.22
517,Mirnyy,RU,2022-02-02 21:40:29,62.5353,113.9611,-32.53,100,6,3.83
518,Taian,CN,2022-02-02 21:40:29,36.1853,117.12,29.26,42,39,2.48
519,Pangnirtung,CA,2022-02-02 21:40:30,66.1451,-65.7125,6.8,78,100,25.32
520,Freeport,US,2022-02-02 21:37:19,40.6576,-73.5832,44.78,80,40,3.0
521,Soyo,AO,2022-02-02 21:40:30,-6.1349,12.3689,78.3,75,74,8.72
522,Los Llanos De Aridane,ES,2022-02-02 21:40:30,28.6585,-17.9182,68.13,51,0,5.99
523,Xichang,CN,2022-02-02 21:40:31,27.8964,102.2634,29.79,94,90,3.27
524,Sao Jose Da Coroa Grande,BR,2022-02-02 21:40:31,-8.8978,-35.1478,80.44,76,27,10.78
525,Bulgan,MN,2022-02-02 21:40:32,48.8125,103.5347,-6.25,86,8,4.5
526,Dhidhdhoo,MV,2022-02-02 21:40:32,6.8833,73.1,80.65,74,17,11.05
527,Hashtrud,IR,2022-02-02 21:40:32,37.4779,47.0508,2.66,89,6,2.15
528,Kysyl-Syr,RU,2022-02-02 21:40:33,63.8986,122.7617,-15.05,98,100,4.79
529,Zhangye,CN,2022-02-02 21:40:33,38.9342,100.4517,20.61,37,80,4.9
530,Svetlogorsk,BY,2022-02-02 21:40:34,52.6333,29.7333,28.89,97,99,8.97
531,Portobelo,PA,2022-02-02 21:40:34,9.55,-79.65,88.07,72,22,7.58
532,Ulaanbaatar,MN,2022-02-02 21:36:55,47.9077,106.8832,-25.47,68,0,2.24
533,Mugur-Aksy,RU,2022-02-02 21:40:35,50.35,90.5,-9.58,85,34,5.82
534,Eyl,SO,2022-02-02 21:40:35,7.9803,49.8164,73.56,77,6,14.61
535,Lodja,CD,2022-02-02 21:40:35,-3.4833,23.4333,69.24,99,100,1.32
536,Zhigansk,RU,2022-02-02 21:40:36,66.7697,123.3711,-12.3,99,100,6.71
537,Sawai Madhopur,IN,2022-02-02 21:40:36,25.9833,76.3667,57.9,54,0,4.99
538,Flinders,AU,2022-02-02 21:40:37,-34.5833,150.8552,67.17,73,80,13.0
539,Prince Rupert,CA,2022-02-02 21:40:37,54.3161,-130.3201,42.49,100,100,5.75
540,Srikakulam,IN,2022-02-02 21:40:37,18.3,83.9,69.71,81,69,3.8
541,Taltal,CL,2022-02-02 21:40:20,-25.4,-70.4833,70.18,68,21,7.63
542,Yaring,TH,2022-02-02 21:40:38,6.8662,101.3689,76.62,87,35,10.36
543,Gasa,PS,2022-02-02 21:39:26,31.5,34.4667,53.91,60,100,6.82
544,Kamina,CD,2022-02-02 21:40:38,-8.7386,24.9906,63.01,98,100,2.62
545,Doaba,PK,2022-02-02 21:40:39,33.4244,70.7364,44.08,65,67,0.92
546,Cayenne,GF,2022-02-02 21:40:39,4.9333,-52.3333,80.1,84,75,5.99
547,Steinbach,DE,2022-02-02 21:40:39,50.1667,8.5667,44.64,85,75,1.14
548,Salamiyah,SY,2022-02-02 21:38:03,35.0113,37.0532,50.11,51,100,12.21
549,Orcopampa,PE,2022-02-02 21:41:40,-15.2661,-72.3417,48.0,89,95,9.64
550,College,US,2022-02-02 21:39:48,64.8569,-147.8028,-7.42,71,20,0.0
551,Shahr-E Babak,IR,2022-02-02 21:41:40,30.1165,55.1186,39.22,42,0,2.19
552,Mwinilunga,ZM,2022-02-02 21:41:41,-11.7358,24.4293,61.29,96,99,1.61
553,Cockburn Town,TC,2022-02-02 21:41:28,21.4612,-71.1419,71.56,88,75,13.8
554,Kalabo,ZM,2022-02-02 21:41:41,-14.97,22.6814,72.05,73,100,2.57
555,Morrope,PE,2022-02-02 21:41:42,-6.5417,-80.0111,77.11,56,39,19.39
556,Poum,NC,2022-02-02 21:41:42,-20.2333,164.0167,79.95,76,0,6.82
557,Teguise,ES,2022-02-02 21:41:43,29.0605,-13.564,70.02,33,0,4.61
558,Brigantine,US,2022-02-02 21:41:43,39.4101,-74.3646,44.89,96,100,3.44
559,Port Hardy,CA,2022-02-02 21:41:43,50.6996,-127.4199,37.58,93,100,10.36
560,Maragogi,BR,2022-02-02 21:41:44,-9.0122,-35.2225,80.35,76,19,10.11
561,Lasa,IT,2022-02-02 21:41:44,46.6166,10.7002,41.02,94,77,8.19
562,Araouane,ML,2022-02-02 21:41:44,18.9048,-3.5265,65.66,13,72,12.15
563,Kutum,SD,2022-02-02 21:37:37,14.2,24.6667,67.19,21,48,8.05
564,Buchanan,LR,2022-02-02 21:41:45,5.8808,-10.0467,76.96,81,23,6.96
565,Kimbe,PG,2022-02-02 21:41:45,-5.5502,150.1429,75.49,94,100,3.29
566,Pontes E Lacerda,BR,2022-02-02 21:41:45,-15.2261,-59.3353,78.57,89,76,3.4
567,Antofagasta,CL,2022-02-02 21:38:07,-23.65,-70.4,69.08,73,7,10.56
568,Chupa,RU,2022-02-02 21:41:46,66.27,33.0549,13.37,95,99,6.29
569,Alexandria,EG,2022-02-02 21:41:46,31.2156,29.9553,57.16,67,40,4.61
570,Mazamari,PE,2022-02-02 21:41:47,-11.3258,-74.5308,77.85,77,81,1.19
571,Ahipara,NZ,2022-02-02 21:38:48,-35.1667,173.1667,74.41,71,100,13.06
572,Belmonte,BR,2022-02-02 21:41:47,-15.8631,-38.8828,82.9,80,100,7.34
573,Winslow,US,2022-02-02 21:41:48,35.0242,-110.6974,39.96,26,100,4.0
574,Tura,IN,2022-02-02 21:41:48,25.5198,90.2201,59.99,52,80,3.89
575,Baykit,RU,2022-02-02 21:41:48,61.67,96.37,-0.04,99,100,1.92
576,Omboue,GA,2022-02-02 21:41:49,-1.5746,9.2618,77.65,86,82,5.84
577,Boende,CD,2022-02-02 21:41:49,-0.2167,20.8667,77.52,44,100,2.91
578,Northam,GB,2022-02-02 21:41:50,51.0333,-4.2167,48.38,89,100,9.04
579,Magadan,RU,2022-02-02 21:41:50,59.5667,150.8,12.38,80,100,8.77
580,Itaberaba,BR,2022-02-02 21:41:50,-12.5275,-40.3069,80.04,54,28,3.78
581,Pirovskoye,RU,2022-02-02 21:41:51,57.6267,92.2658,-4.5,99,67,4.0
582,Besikduzu,TR,2022-02-02 21:41:51,41.052,39.2284,62.49,66,100,10.63
583,Merauke,ID,2022-02-02 21:41:51,-8.4667,140.3333,77.02,79,100,4.99
584,Rongcheng,CN,2022-02-02 21:41:52,30.634,117.8517,35.67,99,100,3.78
585,Puerto Colombia,CO,2022-02-02 21:41:52,10.9878,-74.9547,86.09,80,0,23.24
586,Palauig,PH,2022-02-02 21:41:53,15.435,119.9045,76.5,69,16,3.94
587,Nanning,CN,2022-02-02 21:41:53,22.8167,108.3167,46.85,84,100,6.02
588,Avera,US,2022-02-02 21:41:53,33.194,-82.5271,65.08,75,91,3.51
589,Snasa,NO,2022-02-02 21:41:54,64.2457,12.3778,18.81,96,100,5.37
590,Guaraniacu,BR,2022-02-02 21:41:54,-25.1008,-52.8781,85.06,67,74,3.13
591,Olafsvik,IS,2022-02-02 21:41:54,64.8945,-23.7142,30.33,55,98,6.91
592,Komsomolskiy,UZ,2022-02-02 21:41:55,40.4272,71.7189,39.92,81,75,6.91
